area_sqft,bedrooms,bathrooms,balconies,location,age_years,parking,furnishing,floor,total_floors,distance_city_km,price_lakhs
2643,5,5,1.0,Powai,23,1.0,Furnished,18,26,31.1,19.56
1769,2,2,1.0,Nashik,7,1.0,Unfurnished,6,19,38.6,10.0
1398,2,3,1.0,Thane,12,0.0,Unfurnished,4,4,8.4,10.0
1953,2,2,1.0,Borivali,21,1.0,Semi-Furnished,6,23,1.2,11.76
1523,2,2,1.0,Pune,18,0.0,Unfurnished,5,27,32.9,10.0
3334,2,2,1.0,Nashik,11,1.0,Furnished,17,21,16.4,10.0
1882,1,1,0.0,Bandra,23,1.0,Unfurnished,14,25,22.0,10.2
1555,2,2,0.0,Pune,4,0.0,Semi-Furnished,4,10,,10.0
2330,2,2,0.0,Powai,14,1.0,Furnished,8,14,33.8,10.89
3129,2,2,1.0,Thane,3,1.0,Unfurnished,26,26,29.0,10.0
1385,3,3,,Worli,16,1.0,Unfurnished,5,19,38.2,20.48
3783,2,3,0.0,Pune,2,0.0,Semi-Furnished,18,19,19.3,10.0
2069,3,3,2.0,Nashik,29,0.0,Furnished,22,24,39.1,10.0
2779,4,4,2.0,Powai,20,1.0,Semi-Furnished,15,19,20.7,22.02
3847,3,3,0.0,Thane,7,1.0,Semi-Furnished,0,5,25.0,10.99
1954,2,3,0.0,Worli,18,2.0,Unfurnished,0,8,27.1,22.02
1119,2,2,0.0,Thane,10,1.0,Semi-Furnished,3,24,19.8,10.0
3092,3,4,0.0,Borivali,16,1.0,Unfurnished,7,9,22.7,14.33
423,3,3,1.0,Borivali,5,1.0,Semi-Furnished,8,21,9.3,16.47
2048,2,2,0.0,Worli,15,2.0,Unfurnished,15,15,14.8,27.04
3928,2,2,2.0,Bandra,3,0.0,Semi-Furnished,0,19,28.2,10.7
1892,3,3,1.0,Andheri,4,1.0,Unfurnished,3,8,2.0,18.99
2863,2,2,2.0,Dadar,18,1.0,Semi-Furnished,3,11,28.2,12.83
2291,3,3,2.0,Navi Mumbai,15,1.0,Semi-Furnished,19,21,12.5,15.82
1173,1,1,1.0,Navi Mumbai,9,0.0,Furnished,0,6,11.2,10.0
1544,2,2,3.0,Bandra,1,0.0,Furnished,4,10,27.9,10.43
2285,4,3,3.0,Thane,13,1.0,Semi-Furnished,26,30,9.0,15.61
775,2,2,1.0,Powai,28,1.0,Semi-Furnished,6,6,38.5,10.0
1894,3,3,0.0,Bandra,21,1.0,Unfurnished,17,18,39.6,17.73
1893,2,2,1.0,Pune,1,0.0,Furnished,4,6,18.6,10.0
3406,2,3,1.0,Nashik,29,2.0,Semi-Furnished,3,22,16.4,10.0
846,4,4,1.0,Bandra,13,1.0,Semi-Furnished,0,5,3.6,29.85
3434,2,3,1.0,Dadar,17,2.0,Semi-Furnished,7,18,31.2,18.72
1877,2,2,1.0,Thane,0,0.0,Furnished,7,14,6.9,10.0
2745,4,3,2.0,Powai,9,1.0,Furnished,11,22,37.4,18.71
2405,3,4,1.0,Dadar,24,2.0,Furnished,0,2,39.6,19.69
1479,3,2,1.0,Powai,10,1.0,Semi-Furnished,11,16,5.3,17.55
3751,1,1,1.0,Andheri,5,1.0,Semi-Furnished,7,17,27.5,10.0
1208,2,2,2.0,Navi Mumbai,2,1.0,Furnished,0,8,18.9,11.12
530,3,3,2.0,Worli,28,1.0,Semi-Furnished,10,10,21.9,22.11
3101,2,2,0.0,Andheri,25,1.0,Semi-Furnished,8,22,7.6,12.09
2637,2,2,2.0,Andheri,1,1.0,Semi-Furnished,4,18,29.1,11.08
3606,3,2,0.0,Bandra,28,2.0,Semi-Furnished,9,18,7.1,28.01
2048,2,1,2.0,Nashik,25,,Semi-Furnished,28,29,35.5,10.0
460,1,1,,Dadar,11,1.0,Semi-Furnished,11,13,18.4,10.0
472,1,1,1.0,Borivali,20,2.0,Furnished,2,27,25.6,10.01
1960,2,2,2.0,Dadar,7,0.0,Furnished,21,30,36.9,10.0
1298,3,3,2.0,Navi Mumbai,7,0.0,Semi-Furnished,12,18,29.6,10.0
3720,4,4,2.0,Pune,22,1.0,Unfurnished,7,8,21.9,12.66
826,2,2,1.0,Pune,6,1.0,Semi-Furnished,14,14,,10.0
3571,2,1,2.0,Borivali,11,2.0,Semi-Furnished,2,3,18.8,13.34
1180,3,3,1.0,Andheri,11,0.0,Semi-Furnished,15,22,14.0,12.38
829,2,2,2.0,Powai,4,1.0,Furnished,3,9,37.9,10.83
1388,3,4,2.0,Worli,25,1.0,Unfurnished,26,28,10.5,27.02
919,4,4,0.0,Thane,20,1.0,Unfurnished,19,20,16.7,14.73
1845,3,2,1.0,Navi Mumbai,26,1.0,Furnished,16,16,31.2,10.0
1589,2,2,1.0,Andheri,16,2.0,Furnished,7,7,14.9,17.8
2305,5,5,0.0,Nashik,5,1.0,Semi-Furnished,3,4,35.5,10.17
2333,1,1,1.0,Powai,8,0.0,Unfurnished,21,21,10.1,10.0
403,4,4,0.0,Powai,10,,Semi-Furnished,19,24,1.7,25.83
849,3,2,1.0,Thane,29,1.0,Semi-Furnished,2,9,25.3,10.03
982,3,3,0.0,Andheri,7,,Semi-Furnished,0,2,20.6,15.46
1101,4,5,1.0,Andheri,21,0.0,Unfurnished,11,11,37.4,13.43
736,3,3,2.0,Bandra,3,0.0,Unfurnished,10,24,17.2,17.42
1533,2,2,1.0,Andheri,29,2.0,Semi-Furnished,16,18,5.9,16.52
2379,2,2,1.0,Bandra,20,0.0,Semi-Furnished,1,4,13.5,10.0
1512,3,4,2.0,Nashik,13,1.0,Semi-Furnished,2,5,16.0,10.0
1584,3,3,3.0,Bandra,10,1.0,Semi-Furnished,4,5,23.5,23.04
2090,2,3,1.0,Andheri,10,0.0,Unfurnished,12,23,11.3,10.0
2374,3,3,0.0,Worli,6,0.0,Semi-Furnished,16,24,22.2,17.3
1591,3,3,0.0,Navi Mumbai,18,1.0,Furnished,4,13,36.4,11.84
1198,2,2,3.0,Worli,26,1.0,Semi-Furnished,13,21,17.2,16.95
1874,1,1,2.0,Borivali,7,1.0,Semi-Furnished,1,2,26.2,10.0
487,2,3,2.0,Powai,23,1.0,Semi-Furnished,17,18,9.5,15.16
2173,1,1,2.0,Borivali,17,0.0,Furnished,4,9,32.2,10.0
3789,1,1,0.0,Navi Mumbai,23,0.0,Semi-Furnished,2,25,11.2,10.0
1832,2,2,1.0,Dadar,23,0.0,Semi-Furnished,12,16,23.4,10.0
790,1,1,2.0,Pune,1,1.0,Furnished,25,26,12.4,10.0
2946,2,2,2.0,Thane,0,1.0,Unfurnished,16,18,,11.72
856,3,3,1.0,Pune,28,2.0,Semi-Furnished,1,15,13.1,14.26
1097,2,2,1.0,Andheri,4,,Semi-Furnished,29,29,8.9,10.0
927,5,5,0.0,Worli,17,1.0,Furnished,10,30,35.8,30.11
3582,4,4,3.0,Thane,23,1.0,Semi-Furnished,13,15,11.0,17.34
3933,3,2,1.0,Andheri,15,1.0,Unfurnished,8,12,39.0,12.3
2451,5,5,2.0,Andheri,0,1.0,Furnished,20,20,19.9,26.1
2624,4,4,1.0,Powai,0,0.0,Semi-Furnished,2,6,9.2,18.59
2724,2,2,2.0,Thane,20,1.0,Semi-Furnished,8,13,16.0,10.0
2597,3,3,2.0,Borivali,27,1.0,Unfurnished,18,26,7.7,13.85
2359,2,2,1.0,Powai,10,1.0,Unfurnished,4,28,33.4,11.47
3953,3,4,2.0,Bandra,16,0.0,Semi-Furnished,11,14,5.2,19.68
3040,3,3,2.0,Dadar,28,1.0,Semi-Furnished,2,13,35.0,13.35
718,1,1,2.0,Thane,25,1.0,Furnished,23,27,2.3,10.0
1811,2,2,1.0,Andheri,16,1.0,Unfurnished,1,7,12.3,11.43
3909,5,5,2.0,Borivali,20,0.0,Semi-Furnished,0,3,6.0,17.7
1853,2,2,1.0,Powai,29,1.0,Unfurnished,2,4,27.6,11.38
1134,2,2,,Thane,24,1.0,Semi-Furnished,1,5,20.7,10.0
3527,2,2,1.0,Navi Mumbai,12,1.0,Unfurnished,2,27,37.6,10.0
2643,3,3,2.0,Thane,21,1.0,Semi-Furnished,0,3,15.0,12.43
2425,4,4,0.0,Navi Mumbai,10,0.0,Unfurnished,3,11,2.1,15.77
1912,3,3,1.0,Borivali,28,0.0,Semi-Furnished,9,19,30.6,10.0
847,2,2,0.0,Borivali,2,1.0,Unfurnished,0,19,23.4,11.31
1782,2,2,1.0,Borivali,6,1.0,Furnished,3,26,33.2,10.0
1975,1,1,0.0,Andheri,10,1.0,Unfurnished,18,30,17.3,10.0
3753,3,3,1.0,Dadar,6,1.0,Semi-Furnished,4,13,29.7,16.69
1506,4,5,2.0,Borivali,18,1.0,Semi-Furnished,6,8,7.3,19.47
937,3,3,1.0,Borivali,22,1.0,Unfurnished,4,4,40.0,11.74
1939,2,2,0.0,Bandra,27,1.0,Unfurnished,0,27,7.4,17.36
3990,3,4,2.0,Pune,15,,Unfurnished,12,12,33.3,10.36
2136,2,2,3.0,Pune,19,0.0,Semi-Furnished,19,28,8.9,10.0
1765,3,3,2.0,Bandra,18,1.0,Furnished,10,12,31.4,19.06
2801,3,3,2.0,Andheri,0,2.0,Unfurnished,11,23,34.5,17.8
2736,3,3,3.0,Pune,21,1.0,Semi-Furnished,0,20,35.1,10.0
1477,3,3,1.0,Dadar,0,2.0,Semi-Furnished,20,22,19.3,24.57
3885,4,4,3.0,Andheri,16,2.0,Semi-Furnished,11,20,17.4,21.93
2535,2,2,3.0,Worli,30,1.0,Semi-Furnished,0,10,33.4,15.91
607,1,1,1.0,Navi Mumbai,24,1.0,Furnished,0,4,23.4,10.0
1867,2,2,2.0,Dadar,15,1.0,Semi-Furnished,0,2,25.0,12.74
3723,3,3,2.0,Pune,9,0.0,Furnished,5,14,9.8,10.0
1816,3,3,2.0,Navi Mumbai,25,,Unfurnished,12,27,18.1,10.0
2444,3,4,2.0,Borivali,26,1.0,Furnished,8,20,15.1,14.01
2606,3,3,1.0,Powai,11,1.0,Furnished,19,21,26.8,18.07
2936,2,3,1.0,Navi Mumbai,3,1.0,Furnished,9,9,8.3,13.35
3541,3,3,2.0,Navi Mumbai,18,,Unfurnished,11,16,16.5,15.19
937,3,2,2.0,Borivali,19,1.0,Furnished,8,13,,11.45
2260,2,2,2.0,Dadar,28,1.0,Unfurnished,5,5,22.1,13.57
2320,2,2,2.0,Bandra,27,0.0,Semi-Furnished,5,19,35.9,10.0
948,2,1,2.0,Navi Mumbai,7,1.0,Unfurnished,7,12,9.7,10.25
2825,2,3,3.0,Pune,7,0.0,Semi-Furnished,8,13,17.9,10.0
825,3,3,0.0,Powai,30,0.0,Semi-Furnished,5,19,20.3,10.0
2042,4,4,3.0,Navi Mumbai,10,0.0,Unfurnished,2,2,16.3,13.25
1589,3,3,0.0,Pune,14,0.0,Unfurnished,7,29,27.5,10.0
958,2,2,1.0,Nashik,9,0.0,Unfurnished,0,8,6.4,10.0
3361,3,3,0.0,Pune,12,1.0,Semi-Furnished,7,21,21.0,11.38
1279,3,4,1.0,Andheri,17,1.0,Furnished,20,24,6.0,18.63
1319,2,2,1.0,Andheri,9,0.0,Semi-Furnished,2,6,25.4,10.0
3476,4,4,0.0,Bandra,12,2.0,Furnished,2,9,33.3,26.04
3559,1,1,2.0,Bandra,10,1.0,Furnished,12,13,1.3,12.99
524,1,1,2.0,Pune,3,2.0,Semi-Furnished,3,25,18.5,10.0
1400,2,3,0.0,Dadar,24,1.0,Semi-Furnished,3,20,20.0,14.89
2952,2,3,2.0,Dadar,27,0.0,Semi-Furnished,14,15,29.0,10.0
3202,4,4,0.0,Bandra,15,2.0,Unfurnished,8,26,3.5,33.77
3998,2,3,0.0,Navi Mumbai,6,2.0,Semi-Furnished,0,15,16.5,15.35
2397,2,2,0.0,Andheri,19,1.0,Semi-Furnished,12,27,31.5,10.0
426,2,2,1.0,Nashik,16,1.0,Semi-Furnished,18,24,21.5,10.0
3545,2,2,2.0,Andheri,17,1.0,Semi-Furnished,5,6,30.1,11.88
979,2,1,1.0,Borivali,18,1.0,Unfurnished,1,13,14.9,10.0
834,2,2,2.0,Thane,22,1.0,Furnished,0,2,36.8,10.0
2827,3,3,1.0,Borivali,1,1.0,Unfurnished,5,8,3.6,17.1
2574,2,2,2.0,Pune,3,0.0,Furnished,1,2,4.1,10.0
616,3,4,3.0,Dadar,2,0.0,Unfurnished,3,5,21.4,14.99
1009,2,3,1.0,Andheri,4,0.0,Semi-Furnished,1,2,19.1,10.0
2523,3,3,0.0,Powai,30,0.0,Semi-Furnished,18,21,25.7,10.21
1319,4,4,0.0,Navi Mumbai,22,1.0,Unfurnished,1,13,9.5,17.63
2863,2,2,1.0,Dadar,20,2.0,Semi-Furnished,13,15,9.4,21.28
1882,1,1,1.0,Powai,21,0.0,Unfurnished,23,24,30.1,10.0
2517,4,4,0.0,Nashik,1,1.0,Semi-Furnished,17,25,12.0,10.86
2110,3,3,2.0,Andheri,6,0.0,Furnished,7,17,29.2,11.18
1715,3,3,3.0,Thane,24,1.0,Unfurnished,6,15,25.8,10.17
1633,1,1,1.0,Thane,14,1.0,Semi-Furnished,9,20,3.8,10.0
2910,2,2,1.0,Thane,15,1.0,Furnished,2,14,28.6,10.0
2252,3,3,1.0,Navi Mumbai,23,2.0,Semi-Furnished,3,14,35.2,14.16
2540,4,5,1.0,Nashik,2,2.0,Furnished,6,10,32.8,11.26
2478,2,1,2.0,Nashik,24,1.0,Semi-Furnished,4,7,0.9,10.0
1147,3,3,1.0,Navi Mumbai,21,1.0,Semi-Furnished,3,7,21.8,13.61
3688,3,3,0.0,Borivali,12,1.0,Unfurnished,10,21,36.6,11.1
2427,2,2,1.0,Powai,15,1.0,Unfurnished,2,26,24.1,12.31
2985,2,2,0.0,Powai,2,1.0,Semi-Furnished,13,14,12.0,15.12
3575,2,1,1.0,Andheri,6,1.0,Furnished,4,4,8.2,12.9
3729,2,2,1.0,Navi Mumbai,7,0.0,Unfurnished,4,19,27.6,10.0
2801,3,3,2.0,Worli,27,0.0,Furnished,9,28,31.0,14.69
3234,2,2,1.0,Thane,3,0.0,Semi-Furnished,11,17,36.5,10.0
2098,2,2,2.0,Pune,9,1.0,Semi-Furnished,0,2,36.3,10.0
3056,3,3,0.0,Nashik,4,1.0,Furnished,0,4,13.9,10.0
1558,3,3,2.0,Nashik,8,0.0,Furnished,16,17,24.4,10.0
2963,3,3,0.0,Powai,0,1.0,Semi-Furnished,4,26,4.5,18.66
709,3,3,1.0,Worli,8,1.0,Unfurnished,2,3,4.2,30.47
3692,2,1,2.0,Thane,22,1.0,Unfurnished,21,23,3.3,10.0
1280,3,3,,Thane,23,0.0,Unfurnished,18,24,37.1,10.0
2764,2,2,0.0,Navi Mumbai,11,0.0,Furnished,1,3,6.5,10.0
440,2,2,1.0,Navi Mumbai,21,1.0,Unfurnished,1,8,19.6,10.0
960,2,1,2.0,Navi Mumbai,19,1.0,Semi-Furnished,2,2,17.6,10.0
3952,3,3,3.0,Borivali,27,1.0,Unfurnished,7,18,13.3,11.55
3400,3,3,2.0,Pune,24,1.0,Semi-Furnished,7,7,21.7,10.0
1201,2,3,0.0,Dadar,7,2.0,Semi-Furnished,18,28,0.6,26.36
871,4,5,1.0,Thane,18,1.0,Semi-Furnished,0,4,15.5,14.56
3334,4,5,0.0,Thane,24,1.0,Semi-Furnished,5,20,19.4,14.27
3965,2,2,0.0,Andheri,9,2.0,Furnished,18,24,32.2,14.57
1007,3,3,1.0,Andheri,17,0.0,Furnished,5,7,28.2,10.23
2790,2,2,2.0,Powai,12,1.0,Semi-Furnished,7,9,34.1,12.42
1421,5,5,0.0,Pune,9,0.0,Unfurnished,6,25,15.4,12.3
3080,2,2,2.0,Andheri,6,1.0,Furnished,1,4,6.1,12.61
1906,2,2,2.0,Dadar,1,0.0,Furnished,3,14,16.3,10.7
851,2,1,2.0,Navi Mumbai,23,1.0,Furnished,6,9,38.5,10.0
1568,2,2,,Bandra,25,1.0,Semi-Furnished,0,2,9.0,15.98
2339,3,3,1.0,Thane,20,0.0,Unfurnished,13,15,7.4,10.0
3274,3,3,0.0,Andheri,7,0.0,Furnished,4,16,37.8,10.0
475,2,3,1.0,Borivali,0,1.0,Semi-Furnished,6,12,38.0,11.18
3848,3,2,1.0,Thane,19,0.0,Unfurnished,6,25,6.4,10.0
2739,4,4,1.0,Bandra,6,1.0,Semi-Furnished,2,4,30.9,26.43
3551,3,4,0.0,Bandra,17,2.0,Semi-Furnished,11,14,17.5,26.01
3749,3,3,0.0,Navi Mumbai,30,0.0,Unfurnished,1,7,19.9,10.0
953,2,2,3.0,Bandra,0,1.0,Semi-Furnished,13,23,20.2,18.1
737,2,2,2.0,Powai,17,1.0,Semi-Furnished,1,18,38.8,10.34
3196,4,4,1.0,Andheri,30,0.0,Semi-Furnished,4,22,7.8,14.51
1076,3,3,3.0,Borivali,10,0.0,Unfurnished,4,5,31.0,10.08
932,3,4,1.0,Pune,25,1.0,Furnished,9,15,0.7,11.52
2087,4,4,,Pune,25,1.0,Semi-Furnished,2,3,25.3,11.99
3689,2,3,2.0,Bandra,15,1.0,Semi-Furnished,2,11,26.3,15.99
3264,3,4,1.0,Worli,9,1.0,Semi-Furnished,6,29,30.3,24.12
2264,2,2,1.0,Powai,21,1.0,Semi-Furnished,10,23,37.1,10.94
1107,2,2,1.0,Bandra,19,2.0,Semi-Furnished,0,4,30.3,18.59
1611,3,3,1.0,Andheri,14,2.0,Unfurnished,11,12,29.4,19.01
2879,2,2,2.0,Powai,5,2.0,Furnished,7,27,10.5,18.74
965,4,4,1.0,Navi Mumbai,23,0.0,Unfurnished,5,6,39.7,10.0
2288,2,2,1.0,Andheri,6,2.0,Furnished,3,23,19.0,16.76
442,4,5,1.0,Andheri,4,1.0,Semi-Furnished,7,11,17.0,20.9
1570,3,3,1.0,Borivali,2,1.0,Unfurnished,3,15,20.3,13.89
1292,3,3,1.0,Dadar,13,1.0,Semi-Furnished,7,27,16.1,19.37
2852,4,4,2.0,Borivali,3,2.0,Unfurnished,9,21,23.9,21.55
3691,2,2,2.0,Nashik,10,1.0,Furnished,1,10,14.3,10.0
927,2,2,1.0,Navi Mumbai,7,1.0,Furnished,0,2,10.0,11.52
3270,2,2,2.0,Thane,14,1.0,Semi-Furnished,6,8,37.2,10.0
2761,2,2,0.0,Pune,24,1.0,Semi-Furnished,5,14,37.1,10.0
3892,4,4,1.0,Thane,13,1.0,Furnished,3,5,20.1,13.12
3682,3,3,1.0,Andheri,17,0.0,Semi-Furnished,18,27,38.5,10.0
762,2,2,1.0,Bandra,4,1.0,Semi-Furnished,2,3,16.9,16.85
3076,2,2,2.0,Thane,3,1.0,Semi-Furnished,11,17,15.8,10.0
2532,3,4,3.0,Dadar,30,1.0,Unfurnished,30,30,36.7,16.01
807,3,3,1.0,Bandra,19,1.0,Semi-Furnished,7,11,25.5,20.54
1325,2,3,1.0,Pune,0,1.0,Semi-Furnished,6,17,30.6,10.0
3737,3,3,2.0,Borivali,17,1.0,Furnished,1,4,16.8,14.47
2355,3,3,,Borivali,0,1.0,Semi-Furnished,19,23,16.6,17.31
1618,3,3,0.0,Worli,2,0.0,Semi-Furnished,13,30,3.8,22.96
1553,2,2,3.0,Worli,11,1.0,Semi-Furnished,13,24,38.7,16.76
3417,3,3,2.0,Dadar,20,2.0,Furnished,5,6,9.5,25.24
1420,2,2,3.0,Andheri,19,1.0,Semi-Furnished,3,12,20.0,10.81
972,2,3,1.0,Pune,24,2.0,Furnished,5,22,5.0,12.24
2466,3,3,0.0,Borivali,5,2.0,Unfurnished,1,25,26.1,17.5
3974,3,2,1.0,Andheri,5,1.0,Semi-Furnished,1,13,15.9,14.28
1060,2,2,3.0,Bandra,16,1.0,Furnished,18,29,30.8,14.18
1319,4,4,0.0,Andheri,26,1.0,Furnished,4,7,21.4,15.8
2089,1,1,0.0,Pune,22,1.0,Unfurnished,7,23,5.6,10.0
1119,3,3,0.0,Pune,20,0.0,Semi-Furnished,3,16,0.9,10.0
2743,5,5,2.0,Andheri,2,0.0,Unfurnished,15,22,8.9,21.55
1313,3,3,2.0,Worli,27,0.0,Unfurnished,1,19,29.1,14.25
861,4,4,2.0,Powai,30,1.0,Furnished,10,14,33.2,15.64
1340,3,3,0.0,Andheri,18,0.0,Furnished,23,25,14.0,10.89
3751,3,3,2.0,Powai,10,1.0,Unfurnished,12,26,21.7,17.59
3766,3,3,1.0,Bandra,20,1.0,Furnished,12,25,10.0,23.52
2221,3,4,0.0,Powai,19,1.0,Semi-Furnished,2,4,35.3,14.65
1842,2,2,1.0,Nashik,28,2.0,Furnished,1,14,38.6,10.0
3351,3,4,1.0,Bandra,3,1.0,Furnished,15,23,30.2,22.16
1099,2,2,1.0,Dadar,15,0.0,Furnished,10,27,4.0,10.0
2754,5,5,3.0,Nashik,21,2.0,Furnished,6,12,17.8,12.26
2848,2,2,1.0,Powai,10,1.0,Furnished,0,23,39.6,11.21
2956,2,2,1.0,Nashik,26,1.0,Semi-Furnished,16,18,9.6,10.0
1184,4,4,2.0,Navi Mumbai,2,1.0,Unfurnished,3,8,27.0,16.89
2978,2,2,2.0,Bandra,3,0.0,Semi-Furnished,2,27,37.6,10.0
2603,2,2,0.0,Powai,24,1.0,Furnished,11,14,31.0,11.38
3551,3,4,2.0,Borivali,3,0.0,Unfurnished,19,19,24.5,12.36
1027,2,2,1.0,Borivali,12,1.0,Furnished,5,10,20.5,10.86
2609,2,2,,Pune,8,0.0,Unfurnished,0,2,37.2,10.0
3387,3,3,2.0,Navi Mumbai,21,1.0,Furnished,15,15,16.1,14.15
1401,2,2,1.0,Andheri,0,0.0,Semi-Furnished,4,22,,10.0
3078,2,1,1.0,Dadar,11,0.0,Furnished,2,11,17.5,10.0
758,1,1,0.0,Bandra,30,0.0,Furnished,20,28,30.4,10.0
2985,2,2,1.0,Dadar,11,1.0,Semi-Furnished,7,23,36.7,11.45
2583,2,2,1.0,Powai,18,0.0,Semi-Furnished,1,20,22.3,10.0
1093,1,1,3.0,Pune,30,1.0,Unfurnished,17,25,12.7,10.0
638,3,3,1.0,Navi Mumbai,18,1.0,Furnished,7,26,2.5,13.26
3084,3,3,2.0,Thane,23,1.0,Furnished,19,22,32.5,10.16
1268,1,1,1.0,Nashik,29,0.0,Unfurnished,4,25,25.1,10.0
2191,2,2,2.0,Dadar,19,2.0,Unfurnished,20,22,10.9,22.16
618,4,5,0.0,Thane,25,1.0,Semi-Furnished,19,26,35.2,12.89
3869,3,3,1.0,Andheri,15,0.0,Unfurnished,1,5,36.9,10.0
2376,2,1,0.0,Andheri,25,0.0,Furnished,6,11,35.5,10.0
3754,3,4,0.0,Pune,19,0.0,Unfurnished,26,27,24.3,10.0
977,2,2,3.0,Nashik,10,1.0,Furnished,1,15,39.1,10.0
1141,4,4,2.0,Dadar,17,0.0,Furnished,2,2,35.1,14.03
2598,4,4,2.0,Andheri,10,2.0,Furnished,12,26,4.6,28.36
2576,4,5,1.0,Powai,12,1.0,Semi-Furnished,20,21,39.3,20.59
3247,2,3,1.0,Pune,9,0.0,Unfurnished,6,28,22.2,10.0
3741,2,2,2.0,Powai,15,1.0,Furnished,2,2,36.8,11.4
3359,2,2,2.0,Andheri,10,0.0,Semi-Furnished,6,6,30.5,10.0
904,2,2,1.0,Borivali,19,0.0,Furnished,5,16,26.1,10.0
1514,2,2,2.0,Powai,11,1.0,Semi-Furnished,0,7,13.4,13.54
3690,3,3,1.0,Thane,15,0.0,Unfurnished,7,17,1.6,10.53
2376,2,1,3.0,Dadar,4,0.0,Furnished,7,12,11.4,10.0
3522,4,3,0.0,Nashik,11,2.0,Furnished,5,8,27.6,10.0
2427,2,1,1.0,Andheri,11,1.0,Unfurnished,12,24,34.6,10.39
579,1,1,2.0,Bandra,29,2.0,Semi-Furnished,3,3,,20.4
2102,4,4,0.0,Borivali,13,0.0,Unfurnished,16,27,8.7,14.37
3369,3,4,0.0,Thane,0,2.0,Semi-Furnished,4,6,27.1,18.29
2759,2,2,1.0,Bandra,9,1.0,Semi-Furnished,18,18,11.7,17.44
878,3,3,1.0,Pune,22,0.0,Semi-Furnished,29,30,6.1,10.0
1156,2,3,3.0,Dadar,5,1.0,Unfurnished,2,5,3.7,17.51
3476,2,2,2.0,Thane,5,0.0,Unfurnished,8,28,25.7,10.0
3926,3,3,1.0,Thane,11,1.0,Semi-Furnished,8,10,24.0,11.8
3111,2,3,3.0,Powai,11,1.0,Unfurnished,12,23,34.4,13.2
753,3,3,2.0,Navi Mumbai,14,1.0,Semi-Furnished,12,26,12.9,13.9
